Train File,Test File,j,c,t,# FN ,# FP,Accuracy,Precision,Recall,F1,F.5,Title
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.6,1,2,528,2479,0.6993,0.720581605,0.923710446,0.80959919,0.753731519,1
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.6,10,2,500,2498,0.7002,0.719923758,0.927756105,0.810732323,0.753691575,2
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.6,100,2,745,2299,0.6956,0.728731563,0.892356596,0.802286308,0.756473384,3
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.75,1,2,150,2863,0.6987,0.702823334,0.978326831,0.818000604,0.744769782,4
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.75,10,2,187,2807,0.7006,0.705796038,0.972980783,0.818126595,0.746811578,5
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.75,100,2,215,2761,0.7024,0.70835534,0.968935125,0.81840371,0.748621313,6
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.9,1,2,59,2960,0.6981,0.698635716,0.99147522,0.819685839,0.742496051,7
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.9,10,2,78,2942,0.698,0.699335718,0.988729952,0.819226625,0.742819305,8
../data/svm_norm/dat_1.txt,../data/svm_norm/dat_10.txt,0.9,100,2,108,2893,0.6999,0.701936946,0.984395319,0.819510435,0.744671549,9
